link,title,num,letter,hydrogel,sentence,figure,SEM
https://pubs.acs.org/doi/10.1021/acsami.8b06262,Hydrogel Effects  Rapid Biofilm Debridement with ex situ Contact-Kill to Eliminate Multidrug Resistant Bacteria in vivo,"S2.6 Morphology of cross-section of (a) control PEGDMA hydrogel, (b) MRSA USA300 and (c) 

PA01 on control hydrogel using FE-SEM.",e,"MRSA 

USA300", MRSA   USA300 and ,"=HYPERLINK(""sem/10.1021_acsami.8b06262\supp_13.jpg"",""sem/10.1021_acsami.8b06262\supp_13.jpg"")","=HYPERLINK(""sem/10.1021_acsami.8b06262\SEM"",""sem/10.1021_acsami.8b06262\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.8b06262,Hydrogel Effects  Rapid Biofilm Debridement with ex situ Contact-Kill to Eliminate Multidrug Resistant Bacteria in vivo,"S2.6 Morphology of cross-section of (a) control PEGDMA hydrogel, (b) MRSA USA300 and (c) 

PA01 on control hydrogel using FE-SEM.",f,PA01 PEI, PA01 on PEI,"=HYPERLINK(""sem/10.1021_acsami.8b06262\supp_13.jpg"",""sem/10.1021_acsami.8b06262\supp_13.jpg"")","=HYPERLINK(""sem/10.1021_acsami.8b06262\SEM"",""sem/10.1021_acsami.8b06262\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.8b06262,Hydrogel Effects  Rapid Biofilm Debridement with ex situ Contact-Kill to Eliminate Multidrug Resistant Bacteria in vivo,"S2.6 Morphology of cross-section of (a) control PEGDMA hydrogel, (b) MRSA USA300 and (c) 

PA01 on control hydrogel using FE-SEM.",g,PDP," PDP   hydrogel, ","=HYPERLINK(""sem/10.1021_acsami.8b06262\supp_13.jpg"",""sem/10.1021_acsami.8b06262\supp_13.jpg"")","=HYPERLINK(""sem/10.1021_acsami.8b06262\SEM"",""sem/10.1021_acsami.8b06262\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.8b06262,Hydrogel Effects  Rapid Biofilm Debridement with ex situ Contact-Kill to Eliminate Multidrug Resistant Bacteria in vivo,"S2.6 Morphology of cross-section of (a) control PEGDMA hydrogel, (b) MRSA USA300 and (c) 

PA01 on control hydrogel using FE-SEM.",i,PA01 PDP, PA01 on PDP hydrogel using FE-SEM.,"=HYPERLINK(""sem/10.1021_acsami.8b06262\supp_13.jpg"",""sem/10.1021_acsami.8b06262\supp_13.jpg"")","=HYPERLINK(""sem/10.1021_acsami.8b06262\SEM"",""sem/10.1021_acsami.8b06262\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.0c03224,"Design of Slidable Polymer Networks: A Rational Strategy to Stretchable, Rapid Self-Healing Hydrogel Electrolytes for Flexible Supercapacitors",Figure 3,i,"CH═N C–H,"," CH═N and benzene ring C–H, ","=HYPERLINK(""sem/10.1021_acsami.0c03224\am0c03224_0003.jpeg"",""sem/10.1021_acsami.0c03224\am0c03224_0003.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.0c03224\SEM"",""sem/10.1021_acsami.0c03224\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.0c03224,"Design of Slidable Polymer Networks: A Rational Strategy to Stretchable, Rapid Self-Healing Hydrogel Electrolytes for Flexible Supercapacitors",Figure 3,ii,"D2O methanol-D4, CH2 PEI;"," D2O and methanol-D4, and iii CH2 of PEI; ","=HYPERLINK(""sem/10.1021_acsami.0c03224\am0c03224_0003.jpeg"",""sem/10.1021_acsami.0c03224\am0c03224_0003.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.0c03224\SEM"",""sem/10.1021_acsami.0c03224\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.0c03224,"Design of Slidable Polymer Networks: A Rational Strategy to Stretchable, Rapid Self-Healing Hydrogel Electrolytes for Flexible Supercapacitors",Figure 3,iv,"PEI–PVA–Bn-AMC; PEI–PVA–Bn-LiCl-1, PEI–PVA–Bn-NaCl, PEI–PVA–Bn-KCl, PEI–PVA–Bn-AMC,"," PEI–PVA–Bn-AMC; b–e SEM images of PEI–PVA–Bn-LiCl-1, PEI–PVA–Bn-NaCl, PEI–PVA–Bn-KCl, and PEI–PVA–Bn-AMC, respectively; ","=HYPERLINK(""sem/10.1021_acsami.0c03224\am0c03224_0003.jpeg"",""sem/10.1021_acsami.0c03224\am0c03224_0003.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.0c03224\SEM"",""sem/10.1021_acsami.0c03224\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.0c03224,"Design of Slidable Polymer Networks: A Rational Strategy to Stretchable, Rapid Self-Healing Hydrogel Electrolytes for Flexible Supercapacitors",Figure 3,f,"1H NMR PEI–PVA–Bn-1, PEI–PVA–Bn-LiCl, PEI–PVA–Bn-NaCl, PEI–PVA–Bn-KCl D2O methanol-D4"," 1H NMR spectra of PEI–PVA–Bn-1, PEI–PVA–Bn-LiCl, PEI–PVA–Bn-NaCl, and PEI–PVA–Bn-KCl in a mixed solution of D2O and methanol-D4 volume ratio = 3:1 and i–iii are partially enlarged areas of different proton peaks ","=HYPERLINK(""sem/10.1021_acsami.0c03224\am0c03224_0003.jpeg"",""sem/10.1021_acsami.0c03224\am0c03224_0003.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.0c03224\SEM"",""sem/10.1021_acsami.0c03224\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.0c03224,"Design of Slidable Polymer Networks: A Rational Strategy to Stretchable, Rapid Self-Healing Hydrogel Electrolytes for Flexible Supercapacitors",Figure 3,g,1H NMR PEI–PVA–Bn-AMC D2O methanol-D4, 1H NMR spectra of PEI–PVA–Bn-AMC in a mixed solution of D2O and methanol-D4 volume ratio = 3:1.,"=HYPERLINK(""sem/10.1021_acsami.0c03224\am0c03224_0003.jpeg"",""sem/10.1021_acsami.0c03224\am0c03224_0003.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.0c03224\SEM"",""sem/10.1021_acsami.0c03224\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.0c14438,Hydrogel-Assisted Electrospinning for Fabrication of a 3D Complex Tailored Nanofiber Macrostructure,S6.,Characterization of 3D nanofiber embedding hydrogel with cells 3D NFEH-cells,3D,",   prepared by utilizing atelocollagen as a 3D hydrogel collector: ","=HYPERLINK(""sem/10.1021_acsami.0c14438\supp_6.jpg"",""sem/10.1021_acsami.0c14438\supp_6.jpg"")","=HYPERLINK(""sem/10.1021_acsami.0c14438\SEM"",""sem/10.1021_acsami.0c14438\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.0c14438,Hydrogel-Assisted Electrospinning for Fabrication of a 3D Complex Tailored Nanofiber Macrostructure,S6.,i,"3D NFEH-

cells,"," photographs of 3D NFEH-  cells, and ","=HYPERLINK(""sem/10.1021_acsami.0c14438\supp_6.jpg"",""sem/10.1021_acsami.0c14438\supp_6.jpg"")","=HYPERLINK(""sem/10.1021_acsami.0c14438\SEM"",""sem/10.1021_acsami.0c14438\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.0c14438,Hydrogel-Assisted Electrospinning for Fabrication of a 3D Complex Tailored Nanofiber Macrostructure,S6.,b,"PCL 

C2C12"," SEM image of PCL nanofibers deposited on   C2C12 cells-encapsulated atelocollagen structure, and ","=HYPERLINK(""sem/10.1021_acsami.0c14438\supp_6.jpg"",""sem/10.1021_acsami.0c14438\supp_6.jpg"")","=HYPERLINK(""sem/10.1021_acsami.0c14438\SEM"",""sem/10.1021_acsami.0c14438\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.0c14438,Hydrogel-Assisted Electrospinning for Fabrication of a 3D Complex Tailored Nanofiber Macrostructure,S6.,c,PCL, fiber diameter of the deposited PCL   nanofibers.,"=HYPERLINK(""sem/10.1021_acsami.0c14438\supp_6.jpg"",""sem/10.1021_acsami.0c14438\supp_6.jpg"")","=HYPERLINK(""sem/10.1021_acsami.0c14438\SEM"",""sem/10.1021_acsami.0c14438\SEM"")"
https://pubs.acs.org/doi/10.1021/am508712e,"Dextrin and Poly(acrylic acid)-Based Biodegradable, Non-Cytotoxic, Chemically Cross-Linked Hydrogel for Sustained Release of Ornidazole and Ciprofloxacin",Figure 6,b,c-Dxt/pAA 8, c-Dxt/pAA 8 xerogel and ,"=HYPERLINK(""sem/10.1021_am508712e\am-2014-08712e_0007.jpeg"",""sem/10.1021_am508712e\am-2014-08712e_0007.jpeg"")","=HYPERLINK(""sem/10.1021_am508712e\SEM"",""sem/10.1021_am508712e\SEM"")"
https://pubs.acs.org/doi/10.1021/am508712e,"Dextrin and Poly(acrylic acid)-Based Biodegradable, Non-Cytotoxic, Chemically Cross-Linked Hydrogel for Sustained Release of Ornidazole and Ciprofloxacin",Figure 6,c,c-Dxt/pAA 8, E-SEM surface image of c-Dxt/pAA 8 hydrogel at swollen state aqueous media using pH 7.4 buffer.,"=HYPERLINK(""sem/10.1021_am508712e\am-2014-08712e_0007.jpeg"",""sem/10.1021_am508712e\am-2014-08712e_0007.jpeg"")","=HYPERLINK(""sem/10.1021_am508712e\SEM"",""sem/10.1021_am508712e\SEM"")"
https://pubs.acs.org/doi/10.1021/acsmacrolett.7b00523,Design and Characterization of a PVLA-PEG-PVLA Thermosensitive and Biodegradable Hydrogel,Figure 3,B,20 °C., after 20 min sublimation at −100 °C.,"=HYPERLINK(""sem/10.1021_acsmacrolett.7b00523\mz-2017-00523j_0003.jpeg"",""sem/10.1021_acsmacrolett.7b00523\mz-2017-00523j_0003.jpeg"")","=HYPERLINK(""sem/10.1021_acsmacrolett.7b00523\SEM"",""sem/10.1021_acsmacrolett.7b00523\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.0c17085,Highly Bidirectional Bendable Actuator Engineered by LCST–UCST Bilayer Hydrogel with Enhanced Interface,Figure 4,a,PNAGA/PNIPAM-Laponite, SEM images of the PNAGA/PNIPAM-Laponite hydrogel at 25 °C.,"=HYPERLINK(""sem/10.1021_acsami.0c17085\am0c17085_0005.jpeg"",""sem/10.1021_acsami.0c17085\am0c17085_0005.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.0c17085\SEM"",""sem/10.1021_acsami.0c17085\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.0c17085,Highly Bidirectional Bendable Actuator Engineered by LCST–UCST Bilayer Hydrogel with Enhanced Interface,Figure 4,d,1 PNIPAM-Laponite, SEM-EDS analysis of Section 1 from PNIPAM-Laponite layer of bilayer hydrogel.,"=HYPERLINK(""sem/10.1021_acsami.0c17085\am0c17085_0005.jpeg"",""sem/10.1021_acsami.0c17085\am0c17085_0005.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.0c17085\SEM"",""sem/10.1021_acsami.0c17085\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.0c17085,Highly Bidirectional Bendable Actuator Engineered by LCST–UCST Bilayer Hydrogel with Enhanced Interface,Figure 4,e,2 PNAGA, SEM-EDS analysis of Section 2 from PNAGA layer of bilayer hydrogel.,"=HYPERLINK(""sem/10.1021_acsami.0c17085\am0c17085_0005.jpeg"",""sem/10.1021_acsami.0c17085\am0c17085_0005.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.0c17085\SEM"",""sem/10.1021_acsami.0c17085\SEM"")"
https://pubs.acs.org/doi/10.1021/acsnano.8b09496,Grape Seed-Inspired Smart Hydrogel Scaffolds for Melanoma Therapy and Wound Healing,Figure 1,a,"3D-printed CS+SA, CS+SA+2%OPC, CS+SA+4%OPC, CS+SA+6%OPC","; photographs of 3D-printed CS+SA, CS+SA+2%OPC, CS+SA+4%OPC, and CS+SA+6%OPC hydrogel scaffolds ","=HYPERLINK(""sem/10.1021_acsnano.8b09496\nn-2018-094966_0001.jpeg"",""sem/10.1021_acsnano.8b09496\nn-2018-094966_0001.jpeg"")","=HYPERLINK(""sem/10.1021_acsnano.8b09496\SEM"",""sem/10.1021_acsnano.8b09496\SEM"")"
https://pubs.acs.org/doi/10.1021/acsnano.8b09496,Grape Seed-Inspired Smart Hydrogel Scaffolds for Melanoma Therapy and Wound Healing,Figure 1,b,3D-printed CS+SA,; SEM images of 3D-printed CS+SA ,"=HYPERLINK(""sem/10.1021_acsnano.8b09496\nn-2018-094966_0001.jpeg"",""sem/10.1021_acsnano.8b09496\nn-2018-094966_0001.jpeg"")","=HYPERLINK(""sem/10.1021_acsnano.8b09496\SEM"",""sem/10.1021_acsnano.8b09496\SEM"")"
https://pubs.acs.org/doi/10.1021/acsnano.8b09496,Grape Seed-Inspired Smart Hydrogel Scaffolds for Melanoma Therapy and Wound Healing,Figure 1,c,CS+SA+2%OPC,", CS+SA+2%OPC ","=HYPERLINK(""sem/10.1021_acsnano.8b09496\nn-2018-094966_0001.jpeg"",""sem/10.1021_acsnano.8b09496\nn-2018-094966_0001.jpeg"")","=HYPERLINK(""sem/10.1021_acsnano.8b09496\SEM"",""sem/10.1021_acsnano.8b09496\SEM"")"
https://pubs.acs.org/doi/10.1021/acsnano.8b09496,Grape Seed-Inspired Smart Hydrogel Scaffolds for Melanoma Therapy and Wound Healing,Figure 1,d,CS+SA+4%OPC,", CS+SA+4%OPC ","=HYPERLINK(""sem/10.1021_acsnano.8b09496\nn-2018-094966_0001.jpeg"",""sem/10.1021_acsnano.8b09496\nn-2018-094966_0001.jpeg"")","=HYPERLINK(""sem/10.1021_acsnano.8b09496\SEM"",""sem/10.1021_acsnano.8b09496\SEM"")"
https://pubs.acs.org/doi/10.1021/acsnano.8b09496,Grape Seed-Inspired Smart Hydrogel Scaffolds for Melanoma Therapy and Wound Healing,Figure 1,e,CS+SA+6%OPC,", and CS+SA+6%OPC ","=HYPERLINK(""sem/10.1021_acsnano.8b09496\nn-2018-094966_0001.jpeg"",""sem/10.1021_acsnano.8b09496\nn-2018-094966_0001.jpeg"")","=HYPERLINK(""sem/10.1021_acsnano.8b09496\SEM"",""sem/10.1021_acsnano.8b09496\SEM"")"
https://pubs.acs.org/doi/10.1021/acsabm.1c00004,Injectable and Degradable PEG Hydrogel with Antibacterial Performance for Promoting Wound Healing,Figure 3,a,PEG, PEG hydrogel and PEG hydrogels undergoing degradation for 7 ,"=HYPERLINK(""sem/10.1021_acsabm.1c00004\mt1c00004_0004.jpeg"",""sem/10.1021_acsabm.1c00004\mt1c00004_0004.jpeg"")","=HYPERLINK(""sem/10.1021_acsabm.1c00004\SEM"",""sem/10.1021_acsabm.1c00004\SEM"")"
https://pubs.acs.org/doi/10.1021/acsabm.1c00004,Injectable and Degradable PEG Hydrogel with Antibacterial Performance for Promoting Wound Healing,Figure 3,b,14,", 14 ","=HYPERLINK(""sem/10.1021_acsabm.1c00004\mt1c00004_0004.jpeg"",""sem/10.1021_acsabm.1c00004\mt1c00004_0004.jpeg"")","=HYPERLINK(""sem/10.1021_acsabm.1c00004\SEM"",""sem/10.1021_acsabm.1c00004\SEM"")"
https://pubs.acs.org/doi/10.1021/acsabm.1c00004,Injectable and Degradable PEG Hydrogel with Antibacterial Performance for Promoting Wound Healing,Figure 3,c,21,", and 21 days ","=HYPERLINK(""sem/10.1021_acsabm.1c00004\mt1c00004_0004.jpeg"",""sem/10.1021_acsabm.1c00004\mt1c00004_0004.jpeg"")","=HYPERLINK(""sem/10.1021_acsabm.1c00004\SEM"",""sem/10.1021_acsabm.1c00004\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.9b22964,Injectable MMP-Responsive Nanotube-Modified Gelatin Hydrogel for Dental Infection Ablation,Figure 2,a,GelMA, SEM micrograph of a GelMA hydrogel cross-section.,"=HYPERLINK(""sem/10.1021_acsami.9b22964\am9b22964_0004.jpeg"",""sem/10.1021_acsami.9b22964\am9b22964_0004.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.9b22964\SEM"",""sem/10.1021_acsami.9b22964\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.9b22964,Injectable MMP-Responsive Nanotube-Modified Gelatin Hydrogel for Dental Infection Ablation,Figure 2,e–h,BSE–EDS GelMA, SEM micrographs combined with BSE–EDS elemental mapping of cross-section GelMA hydrogel modified with CHX-loaded nanotubes show a uniform distribution of the nanotubes within the hydrogel matrix.,"=HYPERLINK(""sem/10.1021_acsami.9b22964\am9b22964_0004.jpeg"",""sem/10.1021_acsami.9b22964\am9b22964_0004.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.9b22964\SEM"",""sem/10.1021_acsami.9b22964\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.9b04700,A Novel Antifungal Plasma-Activated Hydrogel,Figure 5,"a, c",PAAm, conventional PAAm hydrogel; ,"=HYPERLINK(""sem/10.1021_acsami.9b04700\am-2019-047007_0002.jpeg"",""sem/10.1021_acsami.9b04700\am-2019-047007_0002.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.9b04700\SEM"",""sem/10.1021_acsami.9b04700\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.9b04700,A Novel Antifungal Plasma-Activated Hydrogel,Figure 5,"b, d",PAH-15, PAH-15 min; ,"=HYPERLINK(""sem/10.1021_acsami.9b04700\am-2019-047007_0002.jpeg"",""sem/10.1021_acsami.9b04700\am-2019-047007_0002.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.9b04700\SEM"",""sem/10.1021_acsami.9b04700\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.9b04700,A Novel Antifungal Plasma-Activated Hydrogel,S1.,a,PAAm, conventional PAAm hydrogel; ,"=HYPERLINK(""sem/10.1021_acsami.9b04700\supp_2.jpg"",""sem/10.1021_acsami.9b04700\supp_2.jpg"")","=HYPERLINK(""sem/10.1021_acsami.9b04700\SEM"",""sem/10.1021_acsami.9b04700\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.9b04700,A Novel Antifungal Plasma-Activated Hydrogel,S1.,b,"

PAH-2",   PAH-2 min; ,"=HYPERLINK(""sem/10.1021_acsami.9b04700\supp_2.jpg"",""sem/10.1021_acsami.9b04700\supp_2.jpg"")","=HYPERLINK(""sem/10.1021_acsami.9b04700\SEM"",""sem/10.1021_acsami.9b04700\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.9b04700,A Novel Antifungal Plasma-Activated Hydrogel,S1.,c,PAH-5, PAH-5 min; ,"=HYPERLINK(""sem/10.1021_acsami.9b04700\supp_2.jpg"",""sem/10.1021_acsami.9b04700\supp_2.jpg"")","=HYPERLINK(""sem/10.1021_acsami.9b04700\SEM"",""sem/10.1021_acsami.9b04700\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.9b04700,A Novel Antifungal Plasma-Activated Hydrogel,S1.,d,PAH-15, PAH-15 min; ,"=HYPERLINK(""sem/10.1021_acsami.9b04700\supp_2.jpg"",""sem/10.1021_acsami.9b04700\supp_2.jpg"")","=HYPERLINK(""sem/10.1021_acsami.9b04700\SEM"",""sem/10.1021_acsami.9b04700\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.9b04700,A Novel Antifungal Plasma-Activated Hydrogel,S1.,e,PAH-30, PAH-30 min,"=HYPERLINK(""sem/10.1021_acsami.9b04700\supp_2.jpg"",""sem/10.1021_acsami.9b04700\supp_2.jpg"")","=HYPERLINK(""sem/10.1021_acsami.9b04700\SEM"",""sem/10.1021_acsami.9b04700\SEM"")"
https://pubs.acs.org/doi/10.1021/acsaelm.1c00488,Hydrogel Pressure Distribution Sensors Based on an Imaging Strategy and Machine Learning,S4.,"a, b",PAAm /PAA, control group PAAm /PAA  hydrogel; ,"=HYPERLINK(""sem/10.1021_acsaelm.1c00488\supp_7.jpg"",""sem/10.1021_acsaelm.1c00488\supp_7.jpg"")","=HYPERLINK(""sem/10.1021_acsaelm.1c00488\SEM"",""sem/10.1021_acsaelm.1c00488\SEM"")"
https://pubs.acs.org/doi/10.1021/acsaelm.1c00488,Hydrogel Pressure Distribution Sensors Based on an Imaging Strategy and Machine Learning,S4.,"c, d",PAAm/PAA-Fe3+, PAAm/PAA-Fe3+ hydrogels DN hydrogels; ,"=HYPERLINK(""sem/10.1021_acsaelm.1c00488\supp_7.jpg"",""sem/10.1021_acsaelm.1c00488\supp_7.jpg"")","=HYPERLINK(""sem/10.1021_acsaelm.1c00488\SEM"",""sem/10.1021_acsaelm.1c00488\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.6b07713,Smart Hydrogels with Inhomogeneous Structures Assembled Using Nanoclay-Cross-Linked Hydrogel Subunits as Building Blocks,Figure 3,"a, d",NC5[0%]-[10%],", NC5[0%]-[10%] ","=HYPERLINK(""sem/10.1021_acsami.6b07713\am-2016-07713p_0010.jpeg"",""sem/10.1021_acsami.6b07713\am-2016-07713p_0010.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.6b07713\SEM"",""sem/10.1021_acsami.6b07713\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.6b07713,Smart Hydrogels with Inhomogeneous Structures Assembled Using Nanoclay-Cross-Linked Hydrogel Subunits as Building Blocks,Figure 3,"b, e",NC5[0%]-[20%],", and NC5[0%]-[20%] ","=HYPERLINK(""sem/10.1021_acsami.6b07713\am-2016-07713p_0010.jpeg"",""sem/10.1021_acsami.6b07713\am-2016-07713p_0010.jpeg"")","=HYPERLINK(""sem/10.1021_acsami.6b07713\SEM"",""sem/10.1021_acsami.6b07713\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.6b07713,Smart Hydrogels with Inhomogeneous Structures Assembled Using Nanoclay-Cross-Linked Hydrogel Subunits as Building Blocks,S1.,"a, d",NC5[10%],", NC5[10%] ","=HYPERLINK(""sem/10.1021_acsami.6b07713\supp_1.jpg"",""sem/10.1021_acsami.6b07713\supp_1.jpg"")","=HYPERLINK(""sem/10.1021_acsami.6b07713\SEM"",""sem/10.1021_acsami.6b07713\SEM"")"
https://pubs.acs.org/doi/10.1021/acsami.6b07713,Smart Hydrogels with Inhomogeneous Structures Assembled Using Nanoclay-Cross-Linked Hydrogel Subunits as Building Blocks,S1.,"b, e",NC5[20%],   and NC5[20%] ,"=HYPERLINK(""sem/10.1021_acsami.6b07713\supp_1.jpg"",""sem/10.1021_acsami.6b07713\supp_1.jpg"")","=HYPERLINK(""sem/10.1021_acsami.6b07713\SEM"",""sem/10.1021_acsami.6b07713\SEM"")"
https://pubs.acs.org/doi/10.1021/acsapm.0c01430,"Melanin-Inspired Conductive Hydrogel Sensors with Ultrahigh Stretchable, Self-Healing, and Photothermal Capacities",Figure 3,c and d,PDA–Fe, SEM images of the PDA–Fe hydrogel.,"=HYPERLINK(""sem/10.1021_acsapm.0c01430\ap0c01430_0004.jpeg"",""sem/10.1021_acsapm.0c01430\ap0c01430_0004.jpeg"")","=HYPERLINK(""sem/10.1021_acsapm.0c01430\SEM"",""sem/10.1021_acsapm.0c01430\SEM"")"
https://pubs.acs.org/doi/10.1021/acs.bioconjchem.6b00706,Design of Macroscopically Ordered Liquid Crystalline Hydrogel Columns Knitted with Nanosilver for Topical Applications,Figure 3,a,"SC,"," SC, ","=HYPERLINK(""sem/10.1021_acs.bioconjchem.6b00706\bc-2016-00706b_0003.jpeg"",""sem/10.1021_acs.bioconjchem.6b00706\bc-2016-00706b_0003.jpeg"")","=HYPERLINK(""sem/10.1021_acs.bioconjchem.6b00706\SEM"",""sem/10.1021_acs.bioconjchem.6b00706\SEM"")"
https://pubs.acs.org/doi/10.1021/acs.bioconjchem.6b00706,Design of Macroscopically Ordered Liquid Crystalline Hydrogel Columns Knitted with Nanosilver for Topical Applications,Figure 3,b,"SCS2,"," SCS2, ","=HYPERLINK(""sem/10.1021_acs.bioconjchem.6b00706\bc-2016-00706b_0003.jpeg"",""sem/10.1021_acs.bioconjchem.6b00706\bc-2016-00706b_0003.jpeg"")","=HYPERLINK(""sem/10.1021_acs.bioconjchem.6b00706\SEM"",""sem/10.1021_acs.bioconjchem.6b00706\SEM"")"
https://pubs.acs.org/doi/10.1021/acs.bioconjchem.6b00706,Design of Macroscopically Ordered Liquid Crystalline Hydrogel Columns Knitted with Nanosilver for Topical Applications,Figure 3,c,SCS4;, SCS4; SEM images of ,"=HYPERLINK(""sem/10.1021_acs.bioconjchem.6b00706\bc-2016-00706b_0003.jpeg"",""sem/10.1021_acs.bioconjchem.6b00706\bc-2016-00706b_0003.jpeg"")","=HYPERLINK(""sem/10.1021_acs.bioconjchem.6b00706\SEM"",""sem/10.1021_acs.bioconjchem.6b00706\SEM"")"
https://pubs.acs.org/doi/10.1021/acs.bioconjchem.6b00706,Design of Macroscopically Ordered Liquid Crystalline Hydrogel Columns Knitted with Nanosilver for Topical Applications,Figure 3,d,"SC,"," SC, ","=HYPERLINK(""sem/10.1021_acs.bioconjchem.6b00706\bc-2016-00706b_0003.jpeg"",""sem/10.1021_acs.bioconjchem.6b00706\bc-2016-00706b_0003.jpeg"")","=HYPERLINK(""sem/10.1021_acs.bioconjchem.6b00706\SEM"",""sem/10.1021_acs.bioconjchem.6b00706\SEM"")"
https://pubs.acs.org/doi/10.1021/acs.bioconjchem.6b00706,Design of Macroscopically Ordered Liquid Crystalline Hydrogel Columns Knitted with Nanosilver for Topical Applications,Figure 3,e,SCS2;, SCS2; ,"=HYPERLINK(""sem/10.1021_acs.bioconjchem.6b00706\bc-2016-00706b_0003.jpeg"",""sem/10.1021_acs.bioconjchem.6b00706\bc-2016-00706b_0003.jpeg"")","=HYPERLINK(""sem/10.1021_acs.bioconjchem.6b00706\SEM"",""sem/10.1021_acs.bioconjchem.6b00706\SEM"")"
https://pubs.acs.org/doi/10.1021/acs.bioconjchem.6b00706,Design of Macroscopically Ordered Liquid Crystalline Hydrogel Columns Knitted with Nanosilver for Topical Applications,Figure 3,"f,g",SCS4;, global macroscopic alignment of SCS4; ,"=HYPERLINK(""sem/10.1021_acs.bioconjchem.6b00706\bc-2016-00706b_0003.jpeg"",""sem/10.1021_acs.bioconjchem.6b00706\bc-2016-00706b_0003.jpeg"")","=HYPERLINK(""sem/10.1021_acs.bioconjchem.6b00706\SEM"",""sem/10.1021_acs.bioconjchem.6b00706\SEM"")"
https://pubs.acs.org/doi/10.1021/acs.bioconjchem.6b00706,Design of Macroscopically Ordered Liquid Crystalline Hydrogel Columns Knitted with Nanosilver for Topical Applications,Figure 3,i,EDAX SCS4., EDAX spectra of SCS4.,"=HYPERLINK(""sem/10.1021_acs.bioconjchem.6b00706\bc-2016-00706b_0003.jpeg"",""sem/10.1021_acs.bioconjchem.6b00706\bc-2016-00706b_0003.jpeg"")","=HYPERLINK(""sem/10.1021_acs.bioconjchem.6b00706\SEM"",""sem/10.1021_acs.bioconjchem.6b00706\SEM"")"
https://pubs.acs.org/doi/10.1021/acsapm.1c00805,Multifunctional Ionic Conductive Double-Network Hydrogel as a Long-Term Flexible Strain Sensor,Figure 1,B,PAA–Al3+/OSA–AG, SEM image of the PAA–Al3+/OSA–AG hydrogel.,"=HYPERLINK(""sem/10.1021_acsapm.1c00805\ap1c00805_0002.jpeg"",""sem/10.1021_acsapm.1c00805\ap1c00805_0002.jpeg"")","=HYPERLINK(""sem/10.1021_acsapm.1c00805\SEM"",""sem/10.1021_acsapm.1c00805\SEM"")"
