link,title,gel,modulus,sentence,measurement
https://pubs.acs.org/doi/10.1021/acsapm.0c00264,"Mussel-Inspired Self-Adhesive, Antidrying, and Antifreezing Poly(acrylic acid)/Bentonite/Polydopamine Hybrid Glycerol-Hydrogel and the Sensing Application",,storage,"Figure 6. Water evaporation from glycerol–water mixed solution and different G-hydrogels. (a) Digital photos of glycerol–water solution with different proportions before and after being stored at a 45 °C. (b) Photos of different G-hydrogels with different glycerol content before and after being stored at 45 °C. (c) Mass change of different G-hydrogels during storage at 45 °C. (d) Mass change of different G-hydrogels during storage at room temperature. (e,f) Tensile performance of original G-hydrogel-16 and the G-hydrogel-16 dried for 24 h at 45 °C. (g,h) The TGA and DTG curves of G-hydrogel-12 (0 wt %), G-hydrogel-13 (10 wt %), G-hydrogel-14 (30 wt %), G-hydrogel-15 (50 wt %), G-hydrogel-16 (70 wt %), and G-hydrogel-17 (90 wt %).","=HYPERLINK(""sem/10.1021_acsapm.0c00264\ap0c00264_0006.jpeg"",""sem/10.1021_acsapm.0c00264\ap0c00264_0006.jpeg"")"
https://pubs.acs.org/doi/10.1021/acsapm.0c00264,"Mussel-Inspired Self-Adhesive, Antidrying, and Antifreezing Poly(acrylic acid)/Bentonite/Polydopamine Hybrid Glycerol-Hydrogel and the Sensing Application",,tensile,"Figure 8. Conductivity and sensing properties of G-hydrogel. (a) Conductivity of different G-hydrogels. (b) Electric resistance changes in the process of stair-type stretching and releasing at different strains of G-hydrogel-16. (c) The relationship between the electric resistance and the tensile deformation of G-hydrogel-16. (d) Comparison of strain sensing performance between the G-hydrogel-16 and other hydrogels reported in literature. (e) Gauge factor and strain of G-hydrogel-16. (f) The relationship between the electric resistance and the pressure of G-hydrogel-16. (g,h) Real-time resistance response of the G-hydrogel-16 when pressure was applied and removed. (i) Sensitivity of G-hydrogel-16 to pressure. (j) Five thousand cycles strain test of the G-hydrogel-16.","=HYPERLINK(""sem/10.1021_acsapm.0c00264\ap0c00264_0008.jpeg"",""sem/10.1021_acsapm.0c00264\ap0c00264_0008.jpeg"")"
https://pubs.acs.org/doi/10.1021/acsapm.0c00264,"Mussel-Inspired Self-Adhesive, Antidrying, and Antifreezing Poly(acrylic acid)/Bentonite/Polydopamine Hybrid Glycerol-Hydrogel and the Sensing Application",PDA,young’s,"The elongation at break, breaking strength, and Young’s modulus are 710%, 67, and 35 kPa for G-hydrogel-7 without PDA, but 970%, 30, and 8.2 kPa for G-hydrogel-11 with 0.7 wt % PDA.",35kPa
https://pubs.acs.org/doi/10.1021/acsapm.0c00264,"Mussel-Inspired Self-Adhesive, Antidrying, and Antifreezing Poly(acrylic acid)/Bentonite/Polydopamine Hybrid Glycerol-Hydrogel and the Sensing Application",PDA,young’s,"The elongation at break, breaking strength, and Young’s modulus are 710%, 67, and 35 kPa for G-hydrogel-7 without PDA, but 970%, 30, and 8.2 kPa for G-hydrogel-11 with 0.7 wt % PDA.",8.2kPa
https://pubs.acs.org/doi/10.1021/acsapm.0c00264,"Mussel-Inspired Self-Adhesive, Antidrying, and Antifreezing Poly(acrylic acid)/Bentonite/Polydopamine Hybrid Glycerol-Hydrogel and the Sensing Application",,"modulus, storage",S4. Change rate of storage modulus of different G-hydrogels after freezing   ,"=HYPERLINK(""sem/10.1021_acsapm.0c00264\supp_4.jpg"",""sem/10.1021_acsapm.0c00264\supp_4.jpg"")"
https://pubs.acs.org/doi/10.1021/acsapm.0c00264,"Mussel-Inspired Self-Adhesive, Antidrying, and Antifreezing Poly(acrylic acid)/Bentonite/Polydopamine Hybrid Glycerol-Hydrogel and the Sensing Application",,storage,S5. Changes in flexibility of G-hydrogel-17 after one week of storage   ,"=HYPERLINK(""sem/10.1021_acsapm.0c00264\supp_5.jpg"",""sem/10.1021_acsapm.0c00264\supp_5.jpg"")"
https://pubs.acs.org/doi/10.1021/acsami.0c10321,Hybrid Hydrogel Electrolyte Based on Metal–Organic Supermolecular Self-Assembly and Polymer Chemical Cross-Linking for Rechargeable Aqueous Zn–MnO2 Batteries,"A, AMP-Mn/PVA/1, M, M, M, 2, Zn, 2, M, M, M, M, -, M, M, -, M, M, M, -",elastic, S7  Table S1. A summary of ZIBs based on the recent achievements of hybrid hydrogel   electrolytes.  Electrolyte Ionic conductivity   [S cm-1] Advantages Refs.  AMP-Mn/PVA/1 M ZnSO4 3.41×10-2 Flexible and self-  healing  This   work  gelatin/PAM/1 M ZnSO4/0.1 M MnSO4 1.76×10-2 Operate in various   states 2  PEO/BANFs/ Zn(CF3SO3)2 2.5×10-5 Undergo elastic   deformations 3  PAM/NFC/2 M ZnSO4/0.2 M MnSO4 2.28×10-2 Flexible and   sewable 4  PAM/Zn-alginate/2 M ZnSO4/0.1 M   MnSO4 4.32×10-2  Flexible and   survive under high   pressure  5  PAM-based PE+/PE- - Strong interfacial   adhesion 6  PEO53-PPO34-PEO53/0.25 M ZnSO4/0.25 M   li2SO4  6.33×10-3  Flexible and self-  healing 7  PAA/PNIPAM - Thermoresponsive 8  EG-waPUA/PAM/2 M ZnSO4/0.1 M   Mn2SO4 1.68×10-2  Flexible and   antifreezing 9  Starch/PAM/2 M ZnSO4 2.65×10-2 Flexible 10  PVA/PAA/KOH - Flexible 11   ,"=HYPERLINK(""sem/10.1021_acsami.0c10321\supp_6.jpg"",""sem/10.1021_acsami.0c10321\supp_6.jpg"")"
https://pubs.acs.org/doi/10.1021/acs.biomac.5b01526,Fabrication of a Micellar Supramolecular Hydrogel for Ocular Drug Delivery,"3, PCL, α-CD","moduli, elastic, shear","Figure 3. Effect of PCL segment, MPEG-PCL amount, α-CD amount, and DIC loading on the elastic moduli (G′) and shear viscosity of supramolecular hydrogel.","=HYPERLINK(""sem/10.1021_acs.biomac.5b01526\bm-2015-015262_0003.jpeg"",""sem/10.1021_acs.biomac.5b01526\bm-2015-015262_0003.jpeg"")"
https://pubs.acs.org/doi/10.1021/acsami.9b16465,Mussel-Inspired Injectable Hydrogel Adhesive Formed under Mild Conditions Features Near-Native Tissue Properties,"Gel-TU-Cat, C, C, Cat, Gel-TU-Cat","modulus, compressive","Figure 5. (A) Representative compressive stress–strain curves of Gel-TU-Cat hydrogels with inset digital images of hydrogel disks before and after compressive tests. (B) Cyclic compressive tests with two consecutive loading–unloading cycles. (C) Linear fitting of the initial parts of the compressive tests with strain below 0.25 (n = 3, presented with square, circle, or triangle symbols for each repeat). (D) Young’s modulus of the hydrogels calculated from the linear fittings shown in panel C (*p < 0.05, **p < 0.01) and catechol contents ([Cat] μmol per gram of polymer) of the Gel-TU-Cat polymers.","=HYPERLINK(""sem/10.1021_acsami.9b16465\am9b16465_0005.jpeg"",""sem/10.1021_acsami.9b16465\am9b16465_0005.jpeg"")"
https://pubs.acs.org/doi/10.1021/acsami.9b16465,Mussel-Inspired Injectable Hydrogel Adhesive Formed under Mild Conditions Features Near-Native Tissue Properties,"Gel-TU-Cat, at, G, G, Gel-TU-Cat",modulus,"S8. (A) Rheological frequency sweep measurements of gelatin solution (100 mg/mL)  before or after treatment with enzymatic oxidation (HRP 5 units/mL, H2O2 5 mM). The pre- served thermo-responsive sol-gel transition indicates that negligible chemical alteration of the  gelatin polymer backbone was caused by the enzymatic oxidation. (B) Dynamic oscillatory  time sweep rheological measurements of gelatin or Gel-TU-Cat hydrogels started at 10 min  after being prepared directly on the rheometer sample plate. The steady modulus (G’ and G’’)  of all the Gel-TU-Cat hydrogels indicate that the gelation process has finished before the meas- urements were started. In contrast, the gelatin solution under the same crosslinking condition  was still in liquid state.       ","=HYPERLINK(""sem/10.1021_acsami.9b16465\supp_4.jpg"",""sem/10.1021_acsami.9b16465\supp_4.jpg"")"
https://pubs.acs.org/doi/10.1021/acsami.9b16465,Mussel-Inspired Injectable Hydrogel Adhesive Formed under Mild Conditions Features Near-Native Tissue Properties,"Gel-TU-Cat-L, Gel-TU-Cat-M, Gel-TU-Cat-H",compressive,"S11. Two consecutive loading-unloading compressive cycles with the enlarged strain  range of 0.6-0.9, showing the nearly identical hysteresis loops between the first and second  cycles of Gel-TU-Cat-L and Gel-TU-Cat-M hydrogels. However, for Gel-TU-Cat-H hydrogels  with higher chemical crosslinking densities, in addition to the temporal dissociation of sacrifi- cial non-covalent bonds, partial disruption of the chemical crosslinks occurred during the first  cycle, thus leading to the compromised mechanical strength as shown in the second cycle.        ","=HYPERLINK(""sem/10.1021_acsami.9b16465\supp_6.jpg"",""sem/10.1021_acsami.9b16465\supp_6.jpg"")"
https://pubs.acs.org/doi/10.1021/acsami.9b16465,Mussel-Inspired Injectable Hydrogel Adhesive Formed under Mild Conditions Features Near-Native Tissue Properties,Gel-TU-Cat,"modulus, compressive","3D). Good fits were obtained with double expo- nential decay (ExpDecay2 function from Origin 2018, Equation S1) and the best-fit parameters  are shown in Table S3.   Y = Y0 + A1Exp(-t/τ1) + A2Exp(-t/τ2)    (Equation S1)      Supplementary Note 2: Calculation of Young’s modulus.     The Young’s modulus (E) of Gel-TU-Cat hydrogels was calculated from the linear fitting of  the initial part of the compressive stress-strain curves with strain below 0.25 (","=HYPERLINK(""sem/10.1021_acsami.9b16465\supp_9.jpg"",""sem/10.1021_acsami.9b16465\supp_9.jpg"")"
https://pubs.acs.org/doi/10.1021/acsami.9b16465,Mussel-Inspired Injectable Hydrogel Adhesive Formed under Mild Conditions Features Near-Native Tissue Properties,"Gel-TU-Cat-L, Gel-TU-Cat-H, Gel-TU-Cat-L, Gel-TU-Cat-M, Gel-TU-Cat-H, Gel-TU-Cat-M, Gel-TU-Cat-M",compressive," S-12     Table S4. Fitting parameters of the initial part of the compressive stress-strain curves with strain below 0.25 (n = 3).     Linear fitting Analysis of Young's Modulus   1 2 3 E/ kPa P value    Slope R2 Slope R2 Slope R2 1 2 3 Mean ± SD vs. Gel-TU-Cat-L vs. Gel-TU-Cat-H   Gel-TU-Cat-L 4368 0.9957 3253 0.9826 3456 0.9942 4.4 3.3 3.5 3.7 ± 0.5 x 0.0004  Gel-TU-Cat-M 10402 0.9779 12125 0.9700 9068 0.9822 10.4 12.1 9.1 10.5 ± 1.2 0.0020 0.0104  Gel-TU-Cat-H 19587 0.9904 16031 0.9688 16080 0.9769 19.6 16.0 16.1 17.2 ± 1.7 0.0004 x      Table S5. Statistical analysis of T-Peeling data (n = 4).    adhesion energy/ J m-2 P Value   1 2 3 4 Mean ± SD vs. CA vs. TISSEEL   CA 48.30 74.53 72.75 48.04 60.90 ± 12.75 x 0.0048  Gel-TU-Cat-M 24.76 26.76 25.61 31.25 27.09 ± 2.50 0.0041 0.6070   TISSEEL 17.14 27.38 34.20 20.94 24.92 ± 6.49 0.0048 x      Table S6. Statistical analysis of bursting pressure data (25 °C, n = 10).   Bursting pressure/ mmHg P values   1 2 3 4 5 6 7 8 9 10 Mean ± SD vs. CA vs. TISSEEL   CA 276.68 230.87 272.10 176.82 169.49 287.67 174.98 269.35 194.22 271.18 232.34 ± 46.11 x 4 × 10-9  Gel-TU-Cat-M 79.71 185.06 88.87 118.78 105.36 109.94 123.68 251.02 122.76 87.95 127.31 ± 49.82 0.0002 0.0007   TISSEEL 64.13 17.41 87.03 59.55 50.39 57.72 36.65 75.12 21.99 66.88 53.69 ± 21.28 4 × 10-9 x       ","=HYPERLINK(""sem/10.1021_acsami.9b16465\supp_11.jpg"",""sem/10.1021_acsami.9b16465\supp_11.jpg"")"
https://pubs.acs.org/doi/10.1021/acs.nanolett.9b00363,An Anisotropic Hydrogel Based on Mussel-Inspired Conductive Ferrofluid Composed of Electromagnetic Nanohybrids,,"compressive, tensile","Figure 4. Mechanical and electrical anisotropy of the hydrogel. (a) Typical tensile stress–strain curves of the anisotropic and isotropic hydrogels (10 wt % of PFeCNT nanohybrids). Insets show the photos of the anisotropic hydrogel bearing tensile load in different directions (parallel or perpendicular to the alignment of PFeCNT nanohybrids) and reaching to the maximum extension. (d) Typical compressive stress–strain curves of the anisotropic and isotropic hydrogels (10 wt % of PFeCNT nanohybrids). Insets show the photos of the anisotropic hydrogel bearing compressive load in different directions. Effects of the ordered PFeCNT nanohybrids on the anisotropic (b) tensile strength, (c) extension ratio, compressive strength (e), fracture energy (f), and conductivity (g) of the hydrogels. (h) Demonstration of the hydrogel with anisotropic conductivity as a switcher. (i) The direction of PFeCNT in the hydrogel decides a LED on or off. (ii) The schematic diagram for the circuit given in the (i). The properties in blue and red lines were obtained when the anisotropic hydrogels were measured in perpendicular (⊥) and parallel (∥) directions to the magnetically oriented PFeCNT nanohybrids, respectively. Black lines represent isotropic hydrogels with randomly distributed PFeCNT nanohybrids. The error bars represent the standard deviation from the mean of five samples. * p < 0.05, which means the significant difference of properties of the hydrogels (10 wt % PFeCNTs) measured in different directions.","=HYPERLINK(""sem/10.1021_acs.nanolett.9b00363\nl9b00363_0004.jpeg"",""sem/10.1021_acs.nanolett.9b00363\nl9b00363_0004.jpeg"")"
https://pubs.acs.org/doi/10.1021/acs.nanolett.9b00363,An Anisotropic Hydrogel Based on Mussel-Inspired Conductive Ferrofluid Composed of Electromagnetic Nanohybrids,,"compressive, tensile","Figure 5. (a) The effect of PDA in ferrofluid on the properties of the hydrogel, including (1) extension ratio, (2) tensile strength, (3) fracture energy, (4) compressive strength, (5) conductivity, and (6) adhesive strength of various hydrogels to porcine skin. (7) Photos of the PFeCNT-PAM hydrogels adhering to various surfaces, including glass, Ti, PTFE substrates, and also the skin of the author. (8) The adhesive strength of the PFeCNT-PAM hydrogel to various substrates. The hydrogels contained 10 wt % of PFeCNT or FeCNT. (b) The effect of CNT on the properties of the hydrogel, including (1) conductivity, (2) extension ratio, (3) fracture energy, (4) tensile strength, and (5) compressive strength. For PFe3O4 hydrogels, the content of PFe3O4 NPs was 10 wt %. The error bars represent the standard deviation from the mean of five samples. * p < 0.05.","=HYPERLINK(""sem/10.1021_acs.nanolett.9b00363\nl9b00363_0005.jpeg"",""sem/10.1021_acs.nanolett.9b00363\nl9b00363_0005.jpeg"")"
https://pubs.acs.org/doi/10.1021/acs.nanolett.9b00363,An Anisotropic Hydrogel Based on Mussel-Inspired Conductive Ferrofluid Composed of Electromagnetic Nanohybrids,,"compressive, tensile"," S7  tensile strength and compressive strength of the hydrogels were measured by using the   as-prepared samples before swelling.  Scheme S2. (a) Illustration of the mechanical testing on anisotropic and isotropic hydrogels.  The external force was parallel to the oriented nanohybrids. The external force was  perpendicular to oriented nanohybrids. The isotropic hydrogel with random nanohybrids. (b)  Illustration of the fracture energy test. When the force was parallel to the oriented  nanohybrids, the aligned nanohybrids can prevent crack propagation. When the force was  perpendicular to the oriented nanohybrids, the crack is easily to propagate.  2.3.1 Tensile tests. For this test, the hydrogels with a strip shape (25 mm × 25 mm × 2 mm)   were prepared. Then the hydrogels were conducted using a universal test machine (UST,   Instron 5567, USA) with a 100 N load cell. The gauge length between the clamps was 5 mm.   The loading rate was 100 mm/min. The tensile strength (σT) was calculated as maximum   tensile load divided by cross-sectional area. The extension ratio (ER, λ) was defined as the   extended length relative to the original length.  2.3.2 Determination of fracture energy. The fracture energy (G) of the hydrogels was tested   by the single edge notch test on the universal test machine (Instron 5567), as reported in our   previous study.  2.3.3 Compressive tests. The hydrogels with a cube-shape (10 mm × 10 mm × 10 mm) were   prepared. Then the hydrogels were compressed using the UST (Instron 5567) with a 2 kN    ","=HYPERLINK(""sem/10.1021_acs.nanolett.9b00363\supp_6.jpg"",""sem/10.1021_acs.nanolett.9b00363\supp_6.jpg"")"
